category,created_on,lattitude,longitude,name,venue_id
lodging,1504491435,61.5777209658247,-149.107840061188,"JKG Property Managment, LLC",10696
shopping,1504500393,37.483282829624,126.893656253815,퍼스토리 [이벨렌],10699
shopping,1486203067,-8.72510279,115.22538185,Fasttech.com,9341
default,1504512749,51.2136852782189,3.210529088974,PlayBass.be,10701
default,1504523592,-34.7730098712781,138.709473609924,Bitprint,10702
default,1504523893,-34.9162088509735,138.56713950634,Bitprint,10703
default,1504537954,22.3195447801878,114.167684912682,S Tattoo Studio,10704
atm,1504537999,22.3194356047703,114.167695641518,S Tattoo Studio,10705
grocery,1504546952,25.0446744351265,121.510548591614,翻譯服務Translation House,10706
default,1504554632,51.2331007390397,4.38595354557037,BoatZilla,10707
default,1504562714,52.2203563840827,21.0180258750916,Artesia,10708
lodging,1504563088,52.2341209108462,20.9907102584839,DolceVita Suites Apartments,10709
shopping,1504564540,33.7460385532551,-117.91934967041,Mojo Computers INc,10710
sports,1504569959,-25.2754736932255,-57.5650227069855,Cultura Deportiva,10711
default,1504573552,41.5468898453519,-4.9706643819809,Duero Car Repair,10712
default,1504598156,47.1666313452552,8.51850271224975,Praxis am Turm,10713
shopping,1504612771,45.8177786800854,6.00416243076324,Instavape.fr,10714
default,1504623932,32.5117793339406,-117.026377916336,123Hospedaje.com,10715
default,1504624350,-25.4006629661404,-49.2691487073898,"Tetto, Macedo & Tisi Advogados",10716
cafe,1504629873,6.27259920898618,-75.6016337871552,BitBuy,10717
default,1504632768,45.553483140761,-73.5435962677002,Marc Bleuze Homeopathe,10718
default,1504637079,59.280111584771,11.0924577713013,KaffeBox.no,10720
default,1504655562,-37.8272176857468,145.283058285713,Ultratune Bayswater,10721
default,1504710223,31.7945765290967,35.243239402771,MMG בניית אתרים ושיווק דיגיטאלי,10723
grocery,1504720856,38.525070076784,-8.897665143013,Set-Link Consumíveis e Informática,10724
default,1504738664,34.4116806279458,-118.504763245583,Old Road Harley Davidson,10725
shopping,1504772665,53.1608859713709,23.097403049469,Świat Czapek,10726
cafe,1504773423,52.32175350023,9.81837093830108,Aromaboutique by 60 Grad,10727
default,1504774053,52.332556074275,9.77657675743103,Promotion Engine Media,10728
default,1504791240,51.3008645959945,4.58793461322784,Straffe Sites,10729
default,1504874822,46.8829943344702,8.64455044269562,Swiss Gold Safe AG,10748
default,1504993871,-19.9738056291245,-43.9429183388529,Simple FX,10754
food,1504798674,17.9645221179442,102.605658173561,OSAKA SUSHI大阪,10732
food,1504804126,-32.9566523279311,-60.6432864849921,La malteria de la avenida,10734
default,1504806120,36.5404413433267,-4.6234256029129,Escuela de idiomas Aenfis,10735
default,1504850643,35.6630887335946,139.732988476753,Daione Telecom Roppongi,10742
default,1504806779,36.5102785961056,-4.88918423652649,Escuela de idiomas Aenfis,10737
default,1504807139,38.0960692589657,-3.77844393253326,Escuela de idiomas Aenfis,10738
default,1504807502,36.1480289846612,-5.45356392860413,Escuela de idiomas Aenfis,10739
default,1504807793,36.5103174009615,-4.88928616046906,AUTOESCUELA MARBESULA,10740
default,1504794525,57.9137250597028,59.9746334552765,Obmencoin,10730
shopping,1504842365,-34.6592015979705,-58.3693850040436,Squadsystem Computacion,10741
default,1504851457,45.8054919844693,15.93918800354,Bravarija Martincic,10743
shopping,1504854021,55.6798589365025,12.5748074054718,SecPoint IT Security,10744
default,1504858002,52.2616076141058,10.5181646347046,BACKCLICK GmbH,10745
shopping,1504902653,42.3590354514931,-122.874156832695,The Greenway Hydroponics,10750
shopping,1504962196,32.1245260533743,34.7979068756104,HAYA,10752
shopping,1504865820,55.6971131941838,12.5733482837677,MANNICHE Timepieces,10747
default,1504951104,47.3769826935925,8.52058434791616,POD HAIR,10751
atm,1504987238,36.0552228496723,-115.278757810593,Elliptic Curves,10753
atm,1478963142,-19.9448703722223,-44.0383958816528,BTC ,8817
default,1505036708,35.1671078842843,136.879606246948,永江将典税理士事務所,10757
default,1505052856,-29.3767386328416,-50.875700712204,Moacir Masotti Empreendimentos Imobiliários,10758
default,1504996708,-19.6429108777534,-43.900294303894,Simple FX,10755
shopping,1505064749,60.0005310842709,10.7351231575012,Dangstons.no,10763
shopping,1505064963,64.1992055785984,-20.9619140625,Dangstons.is,10764
default,1505086270,-35.4136940068113,149.129276275635,First Class Tree Care,10765
default,1505096354,-5.1150097488722,-36.6322374343872,Centro Clínico William Palhares,10767
default,1505113660,41.7924686042036,12.4357670545578,Studio Legale Cicione Erik,10768
transport,1505127187,-33.9905552893825,18.5425239801407,Biogreen Diesel / Biodiesel,10769
shopping,1505143298,38.0103359172404,23.7349534034729,Digitech4all.eu,10770
nightlife,1505158619,34.6874191273258,33.0659240484238,Gypsy's Western Saloon,10773
default,1505174530,-33.4248780227274,-70.6153964996338,"Dr. Vergara Morales, Cirujano Dentista",10774
shopping,1505236068,41.4497591850956,-8.29399108886719,Jetta Print Shop,10783
default,1505180552,-29.923198748204,-51.1789727210999,Scariot & Wesp Advogados Associados S/S,10776
shopping,1505200401,37.9149255331146,139.065778255463,Fix Diamond,10777
default,1505227837,53.5702051769906,10.0312578678131,Wend.Ink,10778
cafe,1505228344,53.5824551885949,10.019354224205,Rooster Cafe,10779
transport,1505233997,44.8857658402389,38.8086676597595,SEVEKS,10780
shopping,1504798751,40.4469266477992,-3.70924830436707,Perfumeria Madrid Paris,10733
transport,1505235144,52.0837388897527,4.34670746326447,Delegare,10782
food,1505246104,52.5310258950288,13.4343105554581,Mamas Banh,10784
atm,1505262971,35.9113853838119,14.4880378246307,Zanzi Homes Standard House,10785
shopping,1505293861,40.781890011506,-73.9758825302124,"Astro West Fine Minerals, Fossils, and Meteorites",10786
default,1465304515,51.3400963233776,12.3905825614929,Versicherungszentrum Leipzig,8201
shopping,1505151111,39.6064486490229,3.38602066040039,El Templo del Cabello,10772
default,1505302030,50.0320317432536,14.4854307174683,Spa&Beauty Prague s.r.o,10788
shopping,1505307953,19.4034438517682,-99.039403796196,Muebleria Paty,10790
default,1505315081,-34.5599669813474,-58.4854012727737,Ponce Cocinas,10791
lodging,1505316305,46.6822442933524,8.77800107002258,Bergwochenende,10792
default,1505001561,-19.7663633749384,-47.9528479174951,Simple FX,10756
default,1505329137,-19.9438013231828,-44.0414535999298,Simple FX,10793
default,1505329532,-19.9402915641299,-43.9344549179077,Simple FX,10794
food,1505338973,-13.5172952301783,-71.9766712188721,Restaurante Vegetariano EL ENCUENTRO,10796
default,1505342242,33.2963548820867,-111.756293177605,TripWitz,10798
cafe,1505348433,-25.5250931796499,-54.6408516168594,Copy World - Internet & Fotocopias,10799
shopping,1505350145,10.644739333927,-71.6181027889252,Boomerang,10800
food,1505350544,-25.3468330544106,-57.5977349281311,Benji's NYC Pizzeria,10801
default,1505351938,11.9820287337629,-86.0774838924408,KikeCoin,10803
default,1505352066,18.3792874108807,-65.8713348441597,Advance Prosthetics ,10804
shopping,1505355791,-27.4842507154488,-55.1187300682068,Gustavo Escobar,10807
food,1505357044,29.1392629373431,-110.986102223396,Tienda,10811
default,1505357557,-28.0986351214053,152.962646484375,JL Holistic Counselling,10812
default,1505356886,21.3588548718157,-101.903986930847,LOS AMIGOS DEL FUTBOL,10809
default,1505357017,21.3587949200803,-101.903825998306,ANDORECICLANDO,10810
default,1505361052,35.9027996389946,139.781970977783,イタリア酒蔵　酒Bar,10813
default,1488677759,-22.7513793911606,-43.2955956459045,Etiquetas e Bobinas,9548
atm,1505361822,-22.9864615464136,-43.2046687602997,BayP2P,10815
default,1505366570,33.4095915494963,-111.745591163635,wshomemaintenance,10816
attraction,1505356230,49.2791795818899,-123.131150007248,Photography & Video Services,10808
lodging,1505472379,47.0705237315198,15.4153203964233,A&O Hotel and Hostel Graz Hauptbahnhof,10839
attraction,1505301773,8.97599852980582,-79.5206844806671,Panama Blockchain Embassy,10787
shopping,1505390645,6.22955510743441,-75.5951892972189,Giovani Pineda,10821
atm,1505396771,37.5616355031227,126.98256611824,BitcoinYo.com,10822
default,1505373447,35.9623635922977,139.765035510063,頭痛・首痛専門整体 すみとの整体院,10817
default,1496416923,-31.7706819381406,-52.3160308599472,Marcenaria Prodeckmarceneiro,9971
default,1505379535,45.4823859738362,9.24010276794433,80mm,10819
default,1505385918,21.2906539259757,-157.838344573975,CryptoRithm,10820
default,1505405827,-24.1819538364081,-65.3043007850647,Martin,10827
shopping,1505398535,-33.435850922548,-70.574197769165,Tiendita Bel Souri,10823
default,1505399892,28.2017748942251,-16.8274873495102,FOTOSTUDIO8,10824
default,1505403076,6.19115261074362,-75.593318939209,Clinica veterinaria las chimeneas 24 horas,10826
default,1505407900,-34.5330132220136,-58.5020945639008,Dr. Borruel,10828
lodging,1505408871,-31.543960993016,-68.5204303264618,Hotel Nilo,10829
default,1505409874,-0.203563142721404,-78.5006135702133,ECUADENTI CONSULTORIO DENTAL,10830
food,1505410677,39.4548800803794,-6.37986481189728,Piccola Italia,10831
food,1505416242,4.62940416616281,-74.0753763914108,el cafe de la luna lela,10832
transport,1505429017,-16.397924579952,-71.5375024080276,HAPPY TRAVELS TOURS,10833
default,1505429357,5.34186714237188,-72.382435798645,BAZARIT ,10834
default,1505448921,19.0623612558373,-98.3060932159424,Alabío! ,10835
default,1505450455,19.4333087155742,-99.1409951448441,chamocell,10836
cafe,1505455281,-38.0074913446144,145.095673799515,Hansa's Chopping Block Cafe,10837
default,1505402836,36.5475653970262,-4.62001919746399,Estudio e2arquitectos,10825
default,1505475793,48.2082160620024,16.1948239803314,Andreas Burner - Berater und Sachverständiger für IT,10840
default,1505470251,48.2129562731351,16.3676869869232,Naue Steuerberatungsgesellschaft mbH,10838
lodging,1505485269,47.8141956231057,13.0438560247421,A&O Hotel and Hostel Salzburg Hauptbahnhof,10841
lodging,1505485548,48.1828345295999,16.3787055015564,A&O Hotel and Hostel Wien Hauptbahnhof,10842
lodging,1505485663,48.2053130916582,16.3364017009735,A&O Hotel and Hostel Wien Stadhalle,10843
default,1505094598,-5.79548131340839,-35.1994013786316,Oftalmologista ,10766
default,1505647721,49.6714155854419,6.12513542175293,Punkat Music Studio,10857
shopping,1505508523,-32.947408149642,-60.6623035669327,Pipom Pipom,10844
default,1505530703,4.6830851695506,-74.155198931694,parqueadero gmt,10846
default,1505532747,-26.3968286459437,153.017513751984,Silver Bullet Property Services,10847
food,1505541958,13.7344190259653,100.563713908195,Bad Burger BKK,10849
default,1505559409,55.9409418089243,-4.15878117084503,Cowgate Dental Surgery,10850
shopping,1505515329,8.09218575147653,-76.7277485132217,PREMIUM STORE,10845
default,1505570555,56.9527301757928,24.1300642490387,Benati veikals,10851
food,1505580971,18.0395849729151,-77.5306034088135,IrieMeds,10852
default,1505590223,-0.360744000221971,-78.5462594032288,Apc - Web y Marketing Digital,10853
default,1505591228,-0.132388354754865,-78.4774661064148,Apc - Web y Marketing Digital,10854
sports,1505597217,6.02760306129961,-75.4331105947495,gym Solo Salud,10855
shopping,1505644436,48.3083177425631,11.1991882324219,AMIDI Pools,10856
default,1468311542,50.7619214790563,15.0324296951294,Videoprodukce,8310
default,1505669733,40.3034708031816,-3.73122096061707,Juan Haro Cursos y formación,10858
default,1505670091,40.4515926243141,-3.69144916534424,La Escuela de Inversión,10859
shopping,1505678528,37.6519264243448,-1.01103723049164,TECHNOSPAIN MULTIMEDIA SL,10861
cafe,1505728619,49.1877517613676,16.6137099266052,J&T Banka Café,10862
default,1505730757,45.6941977260186,9.67415928840637,Litteralab di Bernardino CALDEROLA,10863
default,1505982491,36.1083401701842,128.416271209717,illui,10911
default,1505748678,48.018305139692,11.5861880779266,Die Zusammenbringer,10864
atm,1505761419,46.5529212962482,15.646687746048,Bitcoin ATM,10865
sports,1505761604,46.5175763029381,15.6341511011124,Systema and MMA club,10866
lodging,1505763749,12.9283179327284,100.88261783123,Central Pattaya Apartments,10867
shopping,1505765674,45.845255019237,15.3374826908112,LEGIT d.o.o. ,10868
default,1505767045,19.4281486536228,-99.204740524292,EFA Education,10869
default,1505776386,-33.9242483539192,151.184910535812,gammaspectacular.com,10870
shopping,1505785869,35.4285091607951,-81.5015548467636,Real Talk,10871
food,1505786674,35.2767710876328,-81.536740064621,Sushi Dojo,10872
shopping,1505810540,53.1238627550548,25.9942960739136,SUPERNOVA,10873
default,1505810854,44.4263328473027,26.2017703056335,Turbine Auto,10874
shopping,1505815006,46.0751285592014,14.5111584663391,Pivoljub Beer Shop,10875
default,1505821627,52.3034798370369,13.7030625343323,Softwarebüro Krekeler,10876
cafe,1505827562,36.1486440899656,-5.3514951467514,Supernatural,10878
default,1505827539,50.500172078811,13.6400038003921,Euroturist,10877
shopping,1505833266,48.7402221450858,21.2642258405685,NOVÁTOR spol. s r.o.,10879
default,1505836093,48.2505871216529,16.3554990291595,Digital Consulting Anita Posch / PoshMedia e.U.,10881
shopping,1505838111,4.6281422926035,-74.0653878450394,Imprenta - Holding,10882
default,1505839700,-33.2364351404381,-54.3859827518463,CompuCenter,10883
shopping,1505859853,-34.6044332445503,-58.3865189552307,Entelequia,10886
shopping,1505860357,-34.5631344656158,-58.4584128856659,Entelequia,10887
default,1505982616,36.5648060784035,128.730669021606,illui,10912
default,1507750412,55.8630786437363,-3.70619058609009,3OD,11193
shopping,1505866692,33.4932356837282,-111.925588846207,Hermetise,10888
shopping,1505866845,33.4934996293639,-111.924607157707,Tresor Rare,10889
shopping,1505867427,33.4936025232074,-111.924478411674,Nature Elements 2,10890
default,1505867765,34.8690977214189,-111.761512756348,Nature Elements,10891
lodging,1505910116,46.557189331494,15.6262546777725,Gostišče Janez,10893
shopping,1505914781,4.60724619534251,-74.186709523201,Clásicos,10895
shopping,1505932471,29.91672204391,-81.3086557388306,Freedom Boat Club,10896
shopping,1505932574,30.1341045092721,-81.6311323642731,Freedom Boat Club,10897
default,1505933424,-34.6035236647241,-58.3743417263031,Sustentable Digital,10898
nightlife,1505939255,48.7581811177821,16.9930532778017,Sklep u Stibůrků/ Wine cellar,10899
default,1505963909,36.7624169002133,-119.781274795532,Root Access Hackerspace,10900
default,1505978020,44.8078429262756,-93.3839178085327,CTI Consulting Inc,10901
shopping,1505980604,34.8871190377425,128.623917102814,illui,10902
default,1505980941,37.5726780726444,126.99190557003,ILLUI,10903
shopping,1505981325,35.4929139776566,128.751418590546,illui,10904
shopping,1505981752,35.1936432753573,128.084009885788,ILLUI,10905
default,1505981805,35.1945726462134,128.08291554451,illui,10906
default,1505982128,35.2378379878337,128.879542350769,illui,10907
shopping,1505982214,35.5531080763645,129.318695068359,illui,10908
shopping,1505982344,35.1502315712829,126.923675537109,illui,10909
shopping,1505982431,36.1284470559666,128.334560394287,illui,10910
default,1505982692,36.6305447347896,127.485523223877,illui,10913
default,1505982753,36.8235769181572,128.626384735107,illui,10914
default,1505982824,37.4835595231656,127.035663127899,illui,10915
default,1505982910,37.2500075178515,127.076797485352,illui,10916
default,1505982966,37.7606727853595,126.77433013916,illui,10917
default,1505983015,37.3253965736755,126.827545166016,illui,10918
default,1505983085,37.5368868910677,127.084007263184,illui,10919
default,1505983145,37.5315779900777,126.846857070923,illui,10920
default,1505983242,37.6290517049758,126.709957122803,illui,10921
default,1505983289,38.211478778852,128.581924438477,illui,10922
default,1505985396,49.8378302221774,5.83989322185516,CC-Center S.A. - geek.lu group,10923
food,1505990423,37.7942537009417,-122.408638000488,CAFE,10924
default,1505990456,37.3434131985734,-121.891250610352,CAFE,10925
default,1505990502,44.5662877257666,-123.265829086304,Pizza D,10926
cafe,1505990553,38.8934377866493,-77.0375061035156,Pizza Cheff,10927
default,1505990634,18.0086923127682,-76.7939615249634,Hotel P,10928
nightlife,1505990714,18.5463481140405,-72.337760925293,Club Pub,10929
attraction,1505990779,23.1354665379275,-82.368106842041,Hips,10930
nightlife,1505991012,39.0373446525164,125.778404474258,Club Zona,10931
cafe,1505991049,39.1675681839878,127.437651157379,Bar,10932
default,1505996522,46.0523229853051,14.5089483261108,"MindMaze, Escape room Ljubljana",10933
default,1503565871,43.14723842,12.24951886,Tipografia Rossi,10569
shopping,1506017453,-11.9848046693127,-77.0065802335739,Todo Melamina,10934
default,1506024595,-34.9439515956804,-54.9438768625259,Restaurant Imarangatu,10938
attraction,1506024886,8.98411078583647,-79.5735830068588,Cinic Studio,10939
transport,1505302150,8.97572829477026,-79.5205450057983,City Sightseeing Panama,10789
food,1506023634,8.97604621832062,-79.5208024978638,Unagui Fusion,10937
default,1506021008,-34.7765878143199,-55.8564341068268,Cryptocurrency Exchange,10936
food,1506028265,-28.6777494398848,-49.3611323833466,Biboca Nerd,10940
default,1506036540,46.8589878697471,-96.8517082929611,Treasure Island Coins,10941
shopping,1506066041,37.9643485228863,-121.279503107071,Congrevape,10942
shopping,1506529039,14.659367513044,-90.8187174797058,Guatecoin,10995
shopping,1506529183,14.2983665699206,-90.7866168022156,Guatecoin,10996
shopping,1506529287,14.3836483314858,-90.2817070484161,Guatecoin,10997
shopping,1506079471,59.3127227595283,18.109256029129,Syspeace Brute Force Prevention Software,10943
default,1506082917,44.0631048290239,12.5811910629272,Hotel Ausonia,10944
shopping,1506088038,50.6609149347573,13.7950998544693,Gitano Cosmetics,10945
shopping,1506088225,50.6607959153292,13.7951749563217,Gitano Cosmetics,10946
default,1506107402,45.3511952403645,19.0031504631042,cryptosvijet,10947
default,1506126631,37.9176340389783,-122.065958976746,Black Sea Tattoo,10948
shopping,1506128310,40.7534340514971,-74.0262758731842,Silicon Wives,10949
default,1506144436,18.0153855021465,-76.7825889587402,658Crypto,10950
default,1506155051,50.0841121254624,19.9826717376709,Informatyczny Oddział Ratunkowy,10951
nightlife,1506165150,45.8125853954014,8.9195841550827,Lune di Notte,10953
shopping,1506178474,42.7110836322221,13.9096391382191,Spazio Vivo di Giovanni Potenza,10954
default,1506200162,42.9458526272842,-71.473993062973,Law Office of Jason M Sullivan,10956
shopping,1506200360,43.0772226767164,-70.7537984848022,Cotillion Bureau,10957
shopping,1506230518,37.7625387919526,126.772854924202,Woojin Fashion,10958
shopping,1506231529,-34.8745859496785,-56.1724841594696,MiTiendita,10959
shopping,1506258239,51.5129090758334,7.45147705078125,I am ROBOT,10960
shopping,1506258456,43.629629975625,-79.674117565155,Acoustic Panels Canada,10961
shopping,1506269732,4.6070537002876,-74.0893507003784,MAFPO SAS,10962
lodging,1506270130,4.16557261864806,-74.6921396255493,Balneario San Critobal,10963
nightlife,1506277909,53.1440644103356,-1.55864775180817,The Sycamore Inn,10964
default,1506280083,42.1745996556612,-71.6028088331223,Three Fields Acupuncture,10965
default,1506280608,42.2616486509828,-71.4660000801086,Three Fields Acupuncture @ PMC,10966
default,1506283029,47.2230292889042,-1.55390560626984,John Doe et Fils,10967
default,1506285434,53.947574870094,27.6159167289734,Fingers Media,10968
sports,1506309375,10.9473540098552,108.265419602394,"P.M. Surfboards (Custom order, ding repair, rent, lessons)",10970
shopping,1506529487,14.629461887823,-90.5628561973572,Guatecoin,10998
shopping,1506317783,-33.9049009545616,18.6816716194153,Opposit Online,10971
shopping,1506319530,42.7639177840435,11.1153155565262,PianoWeb Siti Web & SEO,10972
default,1506327863,43.9809343656143,12.4892771244049,Funny Gain SRL,10973
shopping,1506358959,20.6874458577333,-103.352878689766,SMARTECGDL,10974
lodging,1506372840,-4.25969383858431,-38.9325159788132,Pousada Bem Estar,10976
lodging,1506372650,-4.26134686306447,-38.9336800575256,Hostel Guara,10975
default,1506384603,-33.4141052345626,-70.5828452110291,PatagoniaSea,10977
shopping,1506384732,37.5239542918478,127.047883272171,Moonic Skincare,10978
food,1506385991,23.5742179220563,73.7437530900934,Tiya Food Supply,10979
food,1506391626,-20.4438074058038,-54.5650523900986,Gaúcho Gastão In Kilo Parque dos Poderes,10981
default,1506397340,40.7929741361569,-73.9685064554214,Phenomenal You Psychological Services,10982
default,1486635471,50.0146061956861,14.6345186233521,Studio ARC s.r.o. architekt designer,9423
attraction,1506019333,43.6451166564262,-72.3180466890335,White River CoWorks,10935
shopping,1506448064,-25.4389632604626,-49.3403989076614,PolishopBTC,10983
food,1506458798,-36.8431642549951,174.762563109398,Oyster and Chop,10984
default,1506462124,47.6849032151086,13.1005042791367,CNSS - Inh. H.Sternad,10985
default,1506484651,51.1462808267598,-100.505096912384,Plains Industrial Hemp Processing Ltd,10987
nightlife,1506504097,26.2191100291084,127.683330774307,日本酒セルフ酒蔵,10988
shopping,1506516863,48.8982283156061,2.34413802623749,Tassa Cuir,10989
default,1506517962,48.8983552716271,2.34415948390961,Global Vintage,10990
default,1506524409,38.7568944565479,-9.17807936668396,Lisbombas,10991
shopping,1506528612,14.6010835883199,-90.5151128768921,Guatecoin,10993
shopping,1506528501,14.5994431721834,-90.515450835228,Guatecoin,10992
shopping,1506528945,14.8723770227011,-91.5619415044784,Guatecoin,10994
shopping,1506529633,14.5764137613128,-90.5426645278931,Guatecoin,10999
default,1506529665,47.7255585615731,13.0633020401001,Michael Resch,11000
shopping,1506532993,52.4708150987076,13.4292036294937,Eldorado Pawnshop,11001
shopping,1506537627,52.2861732485222,4.85107004642487,Fieber,11002
shopping,1506537821,52.9577970451871,5.78588426113129,Fieber,11003
transport,1506539625,50.3267207634407,26.524059176445,АВТО+ Автозапчасти,11004
atm,1506547590,45.4078095643805,-71.873282790184,Guichet Instacoin ATM - Bar Le Shooter,11005
shopping,1506572273,28.7547598083077,-81.3544893264771,Men's Groom Room Barber Lounge,11010
default,1506553572,43.087640690235,-70.8119595050812,Law Office of Jason M Sullivan,11007
shopping,1506568751,43.0781082179823,-70.7588088512421,Portsmouth Smoke and Vape,11008
sports,1506569134,43.1948012788645,-70.8750987052917,"Corinne Douglas, LMT Massage Therapy",11009
default,1506587985,49.5018273104416,6.01122736930847,Ace Shooting,11011
default,1506603976,36.6760044275517,-6.12021088600159,Herbamol,11012
atm,1506611250,45.8851539559838,-72.4921327829361,Guichet Instacoin ATM - Pizza Med,11013
food,1506626898,39.815627714179,19.8664516210556,Ammus Restaurant,11014
default,1506652452,-26.2325023865123,-52.6757419109344,Verde Energia,11015
food,1506672063,50.1628655716724,16.2731230258942,Tavernar,11016
shopping,1506689680,55.678010894679,12.5748664140701,Makkadrinks,11020
atm,1506688737,48.215637193755,15.6309324502945,Kuckucksnest,11019
default,1506689985,-23.5716477494498,-46.6535443067551,Macwin IT Solutions,11021
default,1506710712,-30.0105209921981,-51.1817139387131,FELIX e GALVÃO Advogados Associados,11022
shopping,1506676692,52.5199160611659,4.68880712985992,Rookplankje.nl,11017
default,1506714974,14.0126104031662,100.664312839508,Sprinklerhome.com สปริงเกอร์ รดน้ำต้นไม้,11023
lodging,1506718813,50.6412420299322,13.8345658779144,Lipova apartments,11024
attraction,1506732690,10.063309819615,-69.3170088529587,Barquisimeto Guia,11025
default,1506742483,-23.6833102128956,-46.5594792366028,Diogo Besson - Psicologia e Psicanálise,11026
default,1506761457,51.0657535003697,17.0974731445312,Fenedo sp. z o.o.,11027
lodging,1506771293,3.53210213470848,98.7455838918686,Halay Inn,11028
default,1506772132,0.841410909638208,108.988945484161,Pasqua,11029
lodging,1506772257,0.910571627517078,108.994787335396,Mi Casa,11030
shopping,1506772514,8.97624227103776,-79.5208883285522,Cejas y Ceras,11031
default,1506772580,-0.0485801638569538,109.334360361099,Pasqua,11032
sports,1506805407,29.7060304116325,-95.4750591516495,Brazil 021 Houston,11033
default,1506833014,48.1999637805658,16.367230882654,Fachschaft Informatik,11034
default,1506864180,44.7911515676901,10.3265047073364,Stefano Grilli,11039
default,1506871718,48.1399742326904,17.1049404144287,Richard Vrablec,11040
default,1506871916,45.4320092434351,10.9918963909149,Avv. Mauro Mazzone,11041
lodging,1506854990,48.8001573747795,16.8015503883362,Lednice apartments,11036
attraction,1506855165,48.8002951800968,16.8017113208771,Toy museum,11037
default,1506862530,-12.9139968413778,-38.3125823736191,ART- Ateliê Ružek Tomas,11038
attraction,1506874682,42.9153617762294,-72.2477942705154,MALIC Center (Masjid al LAtiff and Interfaith Community Center),11042
atm,1506901625,42.3312656839788,-83.1206810474396,EasyBit ,11043
atm,1506906661,45.646579578913,-84.4752287864685,EasyBit,11044
atm,1506923649,48.2913669653191,14.3039095401764,Cointed - Verein Ernstlwieser,11045
atm,1506924642,47.2606067559933,11.3828015327454,Cointed - Londons Taste - The Cafe,11046
atm,1506924945,48.6648800740668,15.6562149524689,Cointed - Achterbar,11047
default,1506925234,48.3060841305579,14.3240368366241,Cointed - Sternisa,11048
atm,1506925481,47.4085880749145,9.70626533031464,Cointed - Lexoo,11049
atm,1506925878,48.1241135065922,14.9735444784164,Cointed - Autohandel Pöchacker,11050
atm,1506926656,48.144534627063,13.9747166633606,Cointed - TC mobile GmbH,11051
atm,1506926983,48.0443813312449,14.4139498472214,Cointed - BÖSe Preise,11052
atm,1506927055,48.2186503809741,14.2786753177643,Cointed - Cafe Pension Brandl,11053
atm,1506927207,47.5848194898222,12.1708559989929,Cointed - Handybörse Kufstein,11054
atm,1506927465,48.1588288732487,14.0223473310471,Cointed - Pfandhaus Red Rock,11055
atm,1506927860,48.1957378434467,16.351625919342,Cointed - aberJA,11056
atm,1506928015,47.0648528991538,15.4548078775406,Cointed - Bodycult Graz East,11057
atm,1506928214,47.3637219861964,15.0974035263062,Cointed - Bodycult Leoben,11058
atm,1506928318,48.2542376025369,14.2819637060165,Cointed - Billiardtempel,11059
default,1506928675,47.2559975030332,11.3260245323181,Cointed - Body Dreams,11061
atm,1506928814,47.2701844177371,11.3911539316177,Cointed - London's Taste The Vape Shop,11062
atm,1506929088,48.174360492562,16.4165353775024,Cointed - Blitztech,11063
atm,1506929218,48.3870595844382,16.2276327610016,Cointed - Roland Gschaider KFZ Service,11064
atm,1506929340,48.2255518057703,16.360267996788,Cointed - 3Shop,11065
atm,1506929826,41.7813329877497,12.681999206543,Cointed - TOBACCO TRAFFICI,11066
atm,1506929950,46.9632641712988,15.8814615011215,Cointed - Landhotel-Restaurant Herbst,11067
atm,1506930061,47.4957193908066,19.0240931510925,Cointed - Flex Gym,11068
atm,1506930141,48.1943933038461,16.465989947319,Cointed - Roter Hiasl,11069
atm,1506931295,48.3299494610272,16.05084836483,Cointed - Attimo Espresso Lounge,11072
atm,1506931396,47.044287418764,15.4569375514984,Cointed - Cafè Bar Lounge Las Vegas,11073
atm,1506931517,47.7157532079666,16.067601442337,Cointed - KFZ Technik & Gartengeräte,11074
atm,1506931688,48.1823910098466,16.3808673620224,Cointed - Hotel Schani GmbH,11075
atm,1506931760,48.2233717565825,16.5096294879913,Cointed - Salz + Pfeffer,11076
default,1506938417,22.2799134590176,114.173762798309,L&Y Law Office,11077
ATM,1506931143,48.26350194,14.31983113,Cointed - Soundmasters,11071
atm,1474375546,47.26120018,11.39610529,Cointed - Londons Taste,8593
default,1506942833,47.238095525434,-1.57536864280701,Charles BOUCHEZ,11080
shopping,1507004214,-8.50966547643596,115.262562632561,Sri Utami Jewelry,11090
default,1506951287,-22.889657639485,-43.600766658783,ALEXANDRE DIAS,11081
default,1506966540,-22.8755820928181,-42.0227909088135,Ferreira Scuotto Advogados,11082
atm,1507018025,47.5825724839249,12.1733665466309,Cointed - Concord Card Casino ,11091
shopping,1507027370,44.22012672018,12.0263117551804,Alex Mercatali Fotografie,11092
shopping,1507028979,46.0681282092179,14.5388174057007,SONCE d.o.o.,11093
shopping,1506976949,49.9498185066758,15.266495347023,Bohemialov,11084
default,1506979440,41.9672922546442,-88.1072187423706,RussianKnives.com,11085
default,1506988457,24.1175219991984,-110.338515043259, Optibaja,11086
default,1506988661,24.125879461175,-110.314042568207,Optibaja,11087
shopping,1507004037,-8.51162845486105,115.261183977127,Sri Utami Jewelry,11089
default,1507030932,37.89245378576,-4.79877233505249,José luis Rueda Fotógrafo,11095
cafe,1507096597,48.8952764972158,18.0416643619537,Paddock cafe,11100
